commodity_name,report_date,origin,avg_price,min_price,max_price,num_listings
Avocados,2023-04-13,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-14,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-17,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-18,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-19,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-20,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-21,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-24,California,48.5,48.5,48.5,1
Avocados,2023-04-24,Mexico,34.8,24.5,40.5,10
Avocados,2023-04-25,California,48.5,48.5,48.5,1
Avocados,2023-04-25,Mexico,34.6,24.5,40.5,10
Avocados,2023-04-26,California,48.5,48.5,48.5,1
Avocados,2023-04-26,Mexico,34.6,24.5,40.5,10
Avocados,2023-04-27,California,48.5,48.5,48.5,1
Avocados,2023-04-27,Mexico,34.6,24.5,40.5,10
Avocados,2023-04-28,California,48.5,48.5,48.5,1
Avocados,2023-04-28,Mexico,34.6,24.5,40.5,10
Avocados,2023-05-01,California,48.5,48.5,48.5,1
Avocados,2023-05-01,Mexico,34.6,24.5,40.5,10
Avocados,2023-05-02,California,48.5,48.5,48.5,1
Avocados,2023-05-02,Mexico,34.6,24.5,40.5,10
Avocados,2023-05-03,California,48.5,48.5,48.5,1
Avocados,2023-05-03,Mexico,34.6,24.5,40.5,10
Avocados,2023-05-04,California,39.5,38.5,40.5,2
Avocados,2023-05-04,Mexico,31.15,22.5,35.5,10
Avocados,2023-05-05,California,39.5,38.5,40.5,2
Avocados,2023-05-05,Mexico,31.15,22.5,35.5,10
Avocados,2023-05-08,California,39.5,38.5,40.5,2
Avocados,2023-05-08,Mexico,31.15,22.5,35.5,10
Avocados,2023-05-09,California,39.5,38.5,40.5,2
Avocados,2023-05-09,Mexico,31.15,22.5,35.5,10
Avocados,2023-05-10,California,39.5,38.5,40.5,2
Avocados,2023-05-10,Mexico,31.15,22.5,35.5,10
Avocados,2023-05-11,California,39.5,38.5,40.5,2
Avocados,2023-05-11,Mexico,28.5,18.5,32.5,10
Avocados,2023-05-12,California,37.5,36.5,38.5,2
Avocados,2023-05-12,Mexico,28.5,18.5,32.5,10
Avocados,2023-05-15,California,37.5,36.5,38.5,2
Avocados,2023-05-15,Mexico,28.5,18.5,32.5,10
Avocados,2023-05-16,California,37.5,36.5,38.5,2
Avocados,2023-05-16,Mexico,28.3,16.5,32.5,10
Avocados,2023-05-17,California,37.5,36.5,38.5,2
Avocados,2023-05-17,Mexico,28.3,16.5,32.5,10
Avocados,2023-05-18,California,37.5,36.5,38.5,2
Avocados,2023-05-18,Mexico,28.7,16.5,32.5,10
Avocados,2023-05-19,California,37.5,36.5,38.5,2
Avocados,2023-05-19,Dominican Republic,37.5,37.5,37.5,1
Avocados,2023-05-19,Mexico,28.7,16.5,32.5,10
Avocados,2023-05-22,California,37.5,36.5,38.5,2
Avocados,2023-05-22,Dominican Republic,37.5,37.5,37.5,1
Avocados,2023-05-22,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-23,California,37.5,36.5,38.5,2
Avocados,2023-05-23,Dominican Republic,37.5,37.5,37.5,1
Avocados,2023-05-23,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-24,California,37.5,36.5,38.5,2
Avocados,2023-05-24,Dominican Republic,37.5,37.5,37.5,1
Avocados,2023-05-24,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-25,California,37.5,36.5,38.5,2
Avocados,2023-05-25,Dominican Republic,37.5,37.5,37.5,1
Avocados,2023-05-25,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-26,California,37.5,36.5,38.5,2
Avocados,2023-05-26,Dominican Republic,33.5,33.5,33.5,1
Avocados,2023-05-26,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-30,California,37.5,36.5,38.5,2
Avocados,2023-05-30,Dominican Republic,33.5,33.5,33.5,1
Avocados,2023-05-30,Mexico,29.0,16.5,34.5,10
Avocados,2023-05-31,California,37.5,36.5,38.5,2
Avocados,2023-05-31,Dominican Republic,33.5,33.5,33.5,1
Avocados,2023-05-31,Mexico,29.0,16.5,34.5,10
Avocados,2023-06-01,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-01,Dominican Republic,33.5,33.5,33.5,1
Avocados,2023-06-01,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-02,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-02,Dominican Republic,33.5,33.5,33.5,1
Avocados,2023-06-02,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-05,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-05,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-06,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-06,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-07,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-07,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-08,California,33.92857142857143,20.0,39.0,7
Avocados,2023-06-08,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-09,California,32.285714285714285,20.0,38.5,7
Avocados,2023-06-09,Mexico,29.55,19.0,34.5,10
Avocados,2023-06-12,California,32.285714285714285,20.0,38.5,7
Avocados,2023-06-12,Mexico,29.45,19.0,35.5,10
Avocados,2023-06-13,California,32.285714285714285,20.0,38.5,7
Avocados,2023-06-13,Mexico,29.166666666666668,19.0,35.5,9
Avocados,2023-06-14,California,32.285714285714285,20.0,38.5,7
Avocados,2023-06-14,Mexico,29.166666666666668,19.0,35.5,9
Avocados,2023-06-15,California,32.642857142857146,22.5,38.5,7
Avocados,2023-06-15,Mexico,29.444444444444443,21.5,35.5,9
Avocados,2023-06-16,California,32.642857142857146,22.5,38.5,7
Avocados,2023-06-16,Mexico,29.444444444444443,21.5,35.5,9
Avocados,2023-06-20,California,32.642857142857146,22.5,38.5,7
Avocados,2023-06-20,Mexico,29.444444444444443,21.5,35.5,9
Avocados,2023-06-21,California,32.642857142857146,22.5,38.5,7
Avocados,2023-06-21,Mexico,37.388888888888886,28.5,43.5,9
Avocados,2023-06-22,Mexico,37.388888888888886,28.5,43.5,9
Avocados,2023-06-23,California,49.166666666666664,38.5,54.5,3
Avocados,2023-06-23,Mexico,47.833333333333336,36.5,53.5,9
Avocados,2023-06-26,California,52.833333333333336,41.5,58.5,3
Avocados,2023-06-26,Mexico,51.388888888888886,43.5,56.5,9
Avocados,2023-06-27,California,63.833333333333336,45.5,69.5,6
Avocados,2023-06-27,Mexico,58.27777777777778,43.5,68.5,9
Avocados,2023-06-28,California,69.66666666666667,45.5,76.5,6
Avocados,2023-06-28,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-06-29,California,69.66666666666667,45.5,76.5,6
Avocados,2023-06-29,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-06-30,California,69.66666666666667,45.5,76.5,6
Avocados,2023-06-30,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-07-03,California,69.66666666666667,45.5,76.5,6
Avocados,2023-07-03,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-07-05,California,69.66666666666667,45.5,76.5,6
Avocados,2023-07-05,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-07-06,California,69.66666666666667,45.5,76.5,6
Avocados,2023-07-06,Mexico,62.05555555555556,43.5,75.5,9
Avocados,2023-07-07,California,69.0,44.5,76.5,6
Avocados,2023-07-07,Mexico,61.388888888888886,43.5,74.5,9
Avocados,2023-07-10,California,69.0,44.5,76.5,6
Avocados,2023-07-10,Mexico,61.388888888888886,43.5,74.5,9
Avocados,2023-07-11,California,69.0,44.5,76.5,6
Avocados,2023-07-11,Mexico,61.388888888888886,43.5,74.5,9
Avocados,2023-07-12,California,69.0,44.5,76.5,6
Avocados,2023-07-12,Mexico,61.388888888888886,43.5,74.5,9
Avocados,2023-07-13,California,56.0,41.0,66.5,6
Avocados,2023-07-13,Mexico,55.166666666666664,41.0,66.5,9
Avocados,2023-07-14,California,57.5,41.0,66.5,7
Avocados,2023-07-14,Mexico,54.27777777777778,41.0,68.5,9
Avocados,2023-07-17,California,57.5,41.0,66.5,7
Avocados,2023-07-17,Mexico,54.27777777777778,41.0,68.5,9
Avocados,2023-07-18,California,57.5,41.0,66.5,7
Avocados,2023-07-18,Mexico,54.27777777777778,41.0,68.5,9
Avocados,2023-07-19,California,57.5,41.0,66.5,7
Avocados,2023-07-19,Mexico,54.27777777777778,41.0,68.5,9
Avocados,2023-07-20,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-20,Mexico,49.611111111111114,28.5,68.5,9
Avocados,2023-07-21,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-21,Mexico,49.05555555555556,23.5,68.5,9
Avocados,2023-07-24,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-24,Mexico,49.05555555555556,23.5,68.5,9
Avocados,2023-07-25,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-25,Mexico,49.05555555555556,23.5,68.5,9
Avocados,2023-07-26,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-26,Mexico,49.05555555555556,23.5,68.5,9
Avocados,2023-07-27,California,55.857142857142854,29.5,66.5,7
Avocados,2023-07-27,Mexico,50.72222222222222,25.5,64.5,9
Avocados,2023-07-28,California,56.142857142857146,29.5,68.5,7
Avocados,2023-07-28,Mexico,50.72222222222222,25.5,64.5,9
Avocados,2023-07-31,California,56.142857142857146,29.5,68.5,7
Avocados,2023-07-31,Mexico,50.72222222222222,25.5,64.5,9
Avocados,2023-08-01,California,56.142857142857146,29.5,68.5,7
Avocados,2023-08-01,Mexico,59.166666666666664,25.5,73.5,9
Avocados,2023-08-02,California,56.142857142857146,29.5,68.5,7
Avocados,2023-08-02,Mexico,59.166666666666664,25.5,73.5,9
Avocados,2023-08-03,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-03,Mexico,59.166666666666664,25.5,73.5,9
Avocados,2023-08-04,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-04,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-07,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-07,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-08,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-08,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-09,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-09,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-10,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-10,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-11,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-11,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-14,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-14,Mexico,59.833333333333336,25.5,75.5,9
Avocados,2023-08-15,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-15,Mexico,58.05555555555556,24.5,75.5,9
Avocados,2023-08-16,California,59.07142857142857,29.5,74.5,7
Avocados,2023-08-16,Mexico,58.05555555555556,24.5,75.5,9
Avocados,2023-08-17,California,58.785714285714285,27.5,74.5,7
Avocados,2023-08-17,Mexico,58.05555555555556,24.5,75.5,9
Avocados,2023-08-18,California,58.785714285714285,27.5,74.5,7
Avocados,2023-08-18,Mexico,58.05555555555556,24.5,75.5,9
Avocados,2023-08-18,Peru,29.5,29.5,29.5,1
Avocados,2023-08-21,California,58.785714285714285,27.5,74.5,7
Avocados,2023-08-21,Mexico,58.05555555555556,24.5,75.5,9
Avocados,2023-08-21,Peru,29.5,29.5,29.5,1
Avocados,2023-08-22,California,62.214285714285715,27.5,82.5,7
Avocados,2023-08-22,Mexico,60.72222222222222,25.5,82.5,9
Avocados,2023-08-22,Peru,29.5,29.5,29.5,1
Avocados,2023-08-23,California,60.07142857142857,27.5,77.5,7
Avocados,2023-08-23,Mexico,58.72222222222222,25.5,77.5,9
Avocados,2023-08-23,Peru,29.5,29.5,29.5,1
Avocados,2023-08-24,California,60.07142857142857,27.5,77.5,7
Avocados,2023-08-24,Mexico,58.72222222222222,25.5,77.5,9
Avocados,2023-08-24,Peru,29.5,29.5,29.5,1
Avocados,2023-08-25,California,60.07142857142857,27.5,77.5,7
Avocados,2023-08-25,Mexico,58.72222222222222,25.5,77.5,9
Avocados,2023-08-25,Peru,29.5,29.5,29.5,1
Avocados,2023-08-28,California,60.07142857142857,27.5,77.5,7
Avocados,2023-08-28,Mexico,58.72222222222222,25.5,77.5,9
Avocados,2023-08-28,Peru,29.5,29.5,29.5,1
Avocados,2023-08-29,California,44.0,27.5,62.5,4
Avocados,2023-08-29,Mexico,55.5,22.5,78.5,9
Avocados,2023-08-30,California,44.0,27.5,62.5,4
Avocados,2023-08-30,Mexico,55.5,22.5,78.5,9
Avocados,2023-08-31,California,44.0,27.5,62.5,4
Avocados,2023-08-31,Mexico,38.583333333333336,20.5,68.5,6
Avocados,2023-09-01,California,44.0,27.5,62.5,4
Avocados,2023-09-01,Mexico,38.583333333333336,20.5,68.5,6
Avocados,2023-09-05,California,44.0,27.5,62.5,4
Avocados,2023-09-05,Mexico,38.583333333333336,20.5,68.5,6
Avocados,2023-09-06,California,44.0,27.5,62.5,4
Avocados,2023-09-06,Mexico,38.583333333333336,20.5,68.5,6
Avocados,2023-09-07,California,44.0,27.5,62.5,4
Avocados,2023-09-07,Mexico,38.583333333333336,20.5,68.5,6
Avocados,2023-09-08,Mexico,40.25,23.5,68.5,6
Avocados,2023-09-11,Mexico,40.25,23.5,68.5,6
Avocados,2023-09-12,Mexico,38.916666666666664,23.5,68.5,6
Avocados,2023-09-13,Mexico,38.916666666666664,23.5,68.5,6
Avocados,2023-09-14,Mexico,38.916666666666664,23.5,68.5,6
Avocados,2023-09-15,Mexico,36.916666666666664,23.5,56.5,6
Avocados,2023-09-18,Mexico,36.916666666666664,23.5,56.5,6
Avocados,2023-09-19,Mexico,36.916666666666664,23.5,56.5,6
Avocados,2023-09-20,Mexico,36.916666666666664,23.5,56.5,6
Avocados,2023-09-21,Mexico,36.916666666666664,23.5,56.5,6
Avocados,2023-09-22,Mexico,37.92857142857143,23.5,56.5,7
Avocados,2023-09-25,Mexico,37.92857142857143,23.5,56.5,7
Avocados,2023-09-26,Mexico,37.92857142857143,23.5,56.5,7
Avocados,2023-09-27,Mexico,37.92857142857143,23.5,56.5,7
Avocados,2023-09-28,Mexico,36.92857142857143,23.5,56.5,7
Avocados,2023-09-29,Mexico,36.92857142857143,23.5,56.5,7
Avocados,2023-10-02,Mexico,36.92857142857143,23.5,56.5,7
Avocados,2023-10-03,Mexico,36.92857142857143,23.5,56.5,7
Avocados,2023-10-04,Mexico,36.92857142857143,23.5,56.5,7
Avocados,2023-10-05,Mexico,36.785714285714285,22.5,56.5,7
Avocados,2023-10-06,Mexico,36.5,22.5,54.5,7
Avocados,2023-10-10,Mexico,36.5,22.5,54.5,7
Avocados,2023-10-11,Mexico,36.5,22.5,54.5,7
Avocados,2023-10-12,Mexico,36.5,22.5,54.5,7
Avocados,2023-10-13,Mexico,35.785714285714285,22.5,54.5,7
Avocados,2023-10-16,Mexico,35.785714285714285,22.5,54.5,7
Avocados,2023-10-17,Mexico,35.785714285714285,22.5,54.5,7
Avocados,2023-10-18,Mexico,35.785714285714285,22.5,54.5,7
Avocados,2023-10-19,Mexico,35.785714285714285,22.5,54.5,7
Avocados,2023-10-20,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-23,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-24,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-25,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-26,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-27,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-30,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-10-31,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-11-01,Mexico,40.666666666666664,28.5,59.5,9
Avocados,2023-11-02,Mexico,40.44444444444444,28.5,58.5,9
Avocados,2023-11-03,Mexico,38.44444444444444,22.5,58.5,9
Avocados,2023-11-06,Mexico,38.44444444444444,22.5,58.5,9
Avocados,2023-11-07,Mexico,36.888888888888886,22.5,51.5,9
Avocados,2023-11-08,Mexico,36.888888888888886,22.5,51.5,9
Avocados,2023-11-09,Mexico,35.666666666666664,20.5,51.5,9
Avocados,2023-11-13,Mexico,35.666666666666664,20.5,51.5,9
Avocados,2023-11-14,Mexico,38.95,20.5,60.5,10
Avocados,2023-11-15,Mexico,38.95,20.5,60.5,10
Avocados,2023-11-16,Mexico,38.95,20.5,60.5,10
Avocados,2023-11-17,Mexico,38.95,20.5,60.5,10
Avocados,2023-11-20,Mexico,38.95,20.5,60.5,10
Avocados,2023-11-21,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-22,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-24,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-27,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-28,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-29,Mexico,38.25,21.5,53.5,10
Avocados,2023-11-30,Mexico,38.25,21.5,53.5,10
Avocados,2023-12-01,Mexico,38.25,21.5,53.5,10
Avocados,2023-12-04,Mexico,38.25,21.5,53.5,10
Avocados,2023-12-05,Mexico,37.8,21.5,53.5,10
Avocados,2023-12-06,Mexico,37.8,21.5,53.5,10
Avocados,2023-12-07,Mexico,37.8,21.5,53.5,10
Avocados,2023-12-08,Mexico,37.2,20.5,51.5,10
Avocados,2023-12-11,Mexico,37.2,20.5,51.5,10
Avocados,2023-12-12,Mexico,37.2,20.5,51.5,10
Avocados,2023-12-13,Mexico,37.2,20.5,51.5,10
Avocados,2023-12-14,Mexico,37.2,20.5,51.5,10
Avocados,2023-12-15,Mexico,37.1,20.5,51.5,10
Avocados,2023-12-18,Mexico,37.1,20.5,51.5,10
Avocados,2023-12-19,Mexico,37.1,20.5,51.5,10
Avocados,2023-12-20,Mexico,37.1,20.5,51.5,10
Avocados,2023-12-21,Mexico,37.1,20.5,51.5,10
Avocados,2023-12-22,Mexico,37.4,21.5,51.5,10
Avocados,2023-12-26,Mexico,37.4,21.5,51.5,10
Avocados,2023-12-27,Mexico,37.4,21.5,51.5,10
Avocados,2023-12-28,Mexico,39.2,21.5,60.5,10
Avocados,2023-12-29,Mexico,39.92307692307692,19.5,60.5,13
Avocados,2024-01-02,Mexico,39.92307692307692,19.5,60.5,13
Avocados,2024-01-03,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-04,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-05,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-08,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-09,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-10,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-11,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-12,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-16,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-17,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-18,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-19,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-22,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-23,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-24,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-25,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-26,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-29,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-30,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-01-31,Mexico,40.30769230769231,19.5,60.5,13
Avocados,2024-02-01,Mexico,40.53846153846154,19.5,60.5,13
Avocados,2024-02-02,Mexico,40.53846153846154,19.5,60.5,13
Avocados,2024-02-05,Mexico,40.53846153846154,19.5,60.5,13
Avocados,2024-02-06,Mexico,40.53846153846154,19.5,60.5,13
Avocados,2024-02-07,Mexico,40.53846153846154,19.5,60.5,13
Avocados,2024-02-08,Mexico,39.375,21.5,51.5,12
Avocados,2024-02-09,Mexico,39.375,21.5,51.5,12
Avocados,2024-02-12,Mexico,39.375,21.5,51.5,12
Avocados,2024-02-13,Mexico,39.375,21.5,51.5,12
Avocados,2024-02-14,Mexico,39.375,21.5,51.5,12
Avocados,2024-02-15,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-16,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-20,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-21,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-22,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-23,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-26,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-27,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-28,Mexico,39.833333333333336,21.5,50.5,12
Avocados,2024-02-29,Mexico,37.041666666666664,20.5,47.5,12
Avocados,2024-03-01,Mexico,37.041666666666664,20.5,47.5,12
Avocados,2024-03-04,Mexico,37.041666666666664,20.5,47.5,12
Avocados,2024-03-05,Mexico,37.041666666666664,20.5,47.5,12
Avocados,2024-03-06,Mexico,37.041666666666664,20.5,47.5,12
Avocados,2024-03-07,Mexico,37.375,20.5,48.5,12
Avocados,2024-03-08,Mexico,37.375,20.5,48.5,12
Avocados,2024-03-11,Mexico,37.375,20.5,48.5,12
Avocados,2024-03-12,Mexico,42.083333333333336,26.5,51.5,12
Avocados,2024-03-13,Mexico,42.083333333333336,26.5,51.5,12
Avocados,2024-03-14,Mexico,42.5,28.5,51.5,12
Avocados,2024-03-15,Mexico,42.5,28.5,51.5,12
Avocados,2024-03-18,Mexico,42.5,28.5,51.5,12
Avocados,2024-03-19,Mexico,45.416666666666664,30.5,55.5,12
Avocados,2024-03-20,Mexico,45.416666666666664,30.5,55.5,12
Avocados,2024-03-21,California,32.166666666666664,31.5,33.5,3
Avocados,2024-03-21,Mexico,45.416666666666664,30.5,55.5,12
Avocados,2024-03-22,California,32.166666666666664,31.5,33.5,3
Avocados,2024-03-22,Mexico,44.375,29.5,53.0,12
